ORDER_ID,RETAILER_ID,BRAND_ID,ORDER_CREATED,ORDER_STATE,TOTAL_GMV
3766701,190136,7067,2021-07-01 00:00:00,PROCESSING,332.28
3766740,362013,125708,2021-07-01 00:00:00,PROCESSING,264.75900000000000
3766830,16753,227761,2021-07-01 00:00:00,PROCESSING,551.3292000000000
3766870,353050,10855,2021-07-01 00:00:00,PROCESSING,536.121
3767001,272577,14499,2021-07-01 00:00:00,PROCESSING,121.41
3767021,272577,8178,2021-07-01 00:00:00,PROCESSING,219.816
3767104,176746,207694,2021-07-01 00:00:00,PROCESSING,130.59030000000000
3767359,343364,127086,2021-07-01 00:00:00,PROCESSING,412.155
3767570,339669,27652,2021-07-01 00:00:00,PROCESSING,562.3200000000000
3767612,295724,64570,2021-07-01 00:00:00,PROCESSING,349.12830000000000
3768214,342072,50534,2021-07-01 00:00:00,PROCESSING,1629.4500000000000
3768258,375459,6897,2021-07-01 00:00:00,PROCESSING,453.69
3768291,200355,13211,2021-07-01 00:00:00,PROCESSING,187.44
3764549,367698,37947,2021-07-01 00:00:00,PROCESSING,383.4
3764616,362344,47723,2021-07-01 00:00:00,PROCESSING,413.22000000000000
3583889,324184,83143,2021-07-01 00:00:00,PROCESSING,95.85
3765002,77158,88424,2021-07-01 00:00:00,PROCESSING,272.64
3765180,339669,56101,2021-07-01 00:00:00,PROCESSING,63.9
3766183,353859,80363,2021-07-01 00:00:00,PROCESSING,903.12
3766283,351949,206771,2021-07-01 00:00:00,PROCESSING,734.8500000000000
3766326,373505,10434,2021-07-01 00:00:00,PROCESSING,723.2841
3766702,369155,213532,2021-07-01 00:00:00,PROCESSING,728.4600000000000
3766974,378900,45826,2021-07-01 00:00:00,PROCESSING,298.2
3766990,314582,14307,2021-07-01 00:00:00,PROCESSING,351.1305
3767008,272577,14310,2021-07-01 00:00:00,PROCESSING,342.93
3767040,347704,5177,2021-07-01 00:00:00,PROCESSING,417.48000000000000
3767129,314582,143812,2021-07-01 00:00:00,PROCESSING,191.7
